ISO3,Year,Indicator
SVN,2008,WHR-LS-COR
SWE,2005,WHR-LS-COR
SWE,2006,WHR-LS-COR
AUT,2005,WHR-LS-FR
AUT,2007,WHR-LS-FR
AUT,2009,WHR-LS-FR
BEL,2006,WHR-LS-FR
BEL,2009,WHR-LS-FR
BGR,2005,WHR-LS-FR
BGR,2006,WHR-LS-FR
BGR,2008,WHR-LS-FR
BGR,2009,WHR-LS-FR
CYP,2005,WHR-LS-FR
CYP,2007,WHR-LS-FR
CYP,2008,WHR-LS-FR
CZE,2006,WHR-LS-FR
CZE,2008,WHR-LS-FR
CZE,2009,WHR-LS-FR
CZE,2019,WHR-LS-FR
DEU,2006,WHR-LS-FR
DNK,2006,WHR-LS-FR
ESP,2006,WHR-LS-FR
EST,2005,WHR-LS-FR
EST,2010,WHR-LS-FR
FIN,2005,WHR-LS-FR
FIN,2007,WHR-LS-FR
FIN,2009,WHR-LS-FR
FRA,2007,WHR-LS-FR
GRC,2006,WHR-LS-FR
GRC,2008,WHR-LS-FR
HRV,2005,WHR-LS-FR
HRV,2006,WHR-LS-FR
HRV,2008,WHR-LS-FR
HUN,2006,WHR-LS-FR
HUN,2008,WHR-LS-FR
IRL,2005,WHR-LS-FR
IRL,2007,WHR-LS-FR
ITA,2006,WHR-LS-FR
LTU,2005,WHR-LS-FR
LUX,2005,WHR-LS-FR
LUX,2006,WHR-LS-FR
LUX,2007,WHR-LS-FR
LUX,2008,WHR-LS-FR
LUX,2020,WHR-LS-FR
LUX,2021,WHR-LS-FR
LVA,2005,WHR-LS-FR
LVA,2010,WHR-LS-FR
MLT,2005,WHR-LS-FR
MLT,2006,WHR-LS-FR
MLT,2007,WHR-LS-FR
MLT,2008,WHR-LS-FR
NLD,2006,WHR-LS-FR
NLD,2009,WHR-LS-FR
POL,2006,WHR-LS-FR
POL,2008,WHR-LS-FR
PRT,2005,WHR-LS-FR
PRT,2007,WHR-LS-FR
PRT,2009,WHR-LS-FR
ROU,2006,WHR-LS-FR
ROU,2008,WHR-LS-FR
SVK,2005,WHR-LS-FR
SVK,2007,WHR-LS-FR
SVK,2008,WHR-LS-FR
SVK,2009,WHR-LS-FR
SVN,2005,WHR-LS-FR
SVN,2007,WHR-LS-FR
SVN,2008,WHR-LS-FR
SWE,2006,WHR-LS-FR
AUT,2007,WHR-LS-GE
AUT,2009,WHR-LS-GE
BEL,2006,WHR-LS-GE
BEL,2009,WHR-LS-GE
BGR,2006,WHR-LS-GE
BGR,2008,WHR-LS-GE
BGR,2009,WHR-LS-GE
CYP,2007,WHR-LS-GE
CYP,2008,WHR-LS-GE
CYP,2023,WHR-LS-GE
CZE,2006,WHR-LS-GE
CZE,2008,WHR-LS-GE
CZE,2009,WHR-LS-GE
CZE,2019,WHR-LS-GE
DEU,2006,WHR-LS-GE
DEU,2008,WHR-LS-GE
DNK,2006,WHR-LS-GE
ESP,2006,WHR-LS-GE
EST,2010,WHR-LS-GE
FIN,2007,WHR-LS-GE
FIN,2009,WHR-LS-GE
FRA,2007,WHR-LS-GE
GRC,2006,WHR-LS-GE
GRC,2008,WHR-LS-GE
HRV,2006,WHR-LS-GE
HRV,2008,WHR-LS-GE
HUN,2006,WHR-LS-GE
HUN,2008,WHR-LS-GE
IRL,2007,WHR-LS-GE
ITA,2006,WHR-LS-GE
LUX,2006,WHR-LS-GE
LUX,2007,WHR-LS-GE
LUX,2008,WHR-LS-GE
LUX,2020,WHR-LS-GE
LUX,2021,WHR-LS-GE
LVA,2010,WHR-LS-GE
MLT,2006,WHR-LS-GE
MLT,2007,WHR-LS-GE
MLT,2008,WHR-LS-GE
MLT,2023,WHR-LS-GE
NLD,2006,WHR-LS-GE
NLD,2009,WHR-LS-GE
POL,2006,WHR-LS-GE
POL,2008,WHR-LS-GE
PRT,2007,WHR-LS-GE
PRT,2009,WHR-LS-GE
ROU,2006,WHR-LS-GE
ROU,2008,WHR-LS-GE
SVK,2007,WHR-LS-GE
SVK,2008,WHR-LS-GE
SVK,2009,WHR-LS-GE
SVN,2007,WHR-LS-GE
SVN,2008,WHR-LS-GE
SWE,2006,WHR-LS-GE
AUT,2005,WHR-LS-HALE
AUT,2007,WHR-LS-HALE
AUT,2009,WHR-LS-HALE
BEL,2006,WHR-LS-HALE
BEL,2009,WHR-LS-HALE
BGR,2005,WHR-LS-HALE
BGR,2006,WHR-LS-HALE
BGR,2008,WHR-LS-HALE
BGR,2009,WHR-LS-HALE
CYP,2005,WHR-LS-HALE
CYP,2007,WHR-LS-HALE
CYP,2008,WHR-LS-HALE
CZE,2006,WHR-LS-HALE
CZE,2008,WHR-LS-HALE
CZE,2009,WHR-LS-HALE
CZE,2019,WHR-LS-HALE
DEU,2006,WHR-LS-HALE
DNK,2006,WHR-LS-HALE
ESP,2006,WHR-LS-HALE
EST,2005,WHR-LS-HALE
EST,2010,WHR-LS-HALE
FIN,2005,WHR-LS-HALE
FIN,2007,WHR-LS-HALE
FIN,2009,WHR-LS-HALE
FRA,2007,WHR-LS-HALE
GRC,2006,WHR-LS-HALE
GRC,2008,WHR-LS-HALE
HRV,2005,WHR-LS-HALE
HRV,2006,WHR-LS-HALE
HRV,2008,WHR-LS-HALE
HUN,2006,WHR-LS-HALE
HUN,2008,WHR-LS-HALE
IRL,2005,WHR-LS-HALE
IRL,2007,WHR-LS-HALE
ITA,2006,WHR-LS-HALE
LTU,2005,WHR-LS-HALE
LUX,2005,WHR-LS-HALE
LUX,2006,WHR-LS-HALE
LUX,2007,WHR-LS-HALE
LUX,2008,WHR-LS-HALE
LUX,2020,WHR-LS-HALE
LUX,2021,WHR-LS-HALE
LVA,2005,WHR-LS-HALE
LVA,2010,WHR-LS-HALE
MLT,2005,WHR-LS-HALE
MLT,2006,WHR-LS-HALE
MLT,2007,WHR-LS-HALE
MLT,2008,WHR-LS-HALE
NLD,2006,WHR-LS-HALE
NLD,2009,WHR-LS-HALE
POL,2006,WHR-LS-HALE
POL,2008,WHR-LS-HALE
PRT,2005,WHR-LS-HALE
PRT,2007,WHR-LS-HALE
PRT,2009,WHR-LS-HALE
ROU,2006,WHR-LS-HALE
ROU,2008,WHR-LS-HALE
SVK,2005,WHR-LS-HALE
SVK,2007,WHR-LS-HALE
SVK,2008,WHR-LS-HALE
SVK,2009,WHR-LS-HALE
SVN,2005,WHR-LS-HALE
SVN,2007,WHR-LS-HALE
SVN,2008,WHR-LS-HALE
SWE,2006,WHR-LS-HALE
AUT,2005,WHR-LS-LGDP
AUT,2007,WHR-LS-LGDP
AUT,2009,WHR-LS-LGDP
BEL,2006,WHR-LS-LGDP
BEL,2009,WHR-LS-LGDP
BGR,2005,WHR-LS-LGDP
BGR,2006,WHR-LS-LGDP
BGR,2008,WHR-LS-LGDP
BGR,2009,WHR-LS-LGDP
CYP,2005,WHR-LS-LGDP
CYP,2007,WHR-LS-LGDP
CYP,2008,WHR-LS-LGDP
CYP,2023,WHR-LS-LGDP
CZE,2006,WHR-LS-LGDP
CZE,2008,WHR-LS-LGDP
CZE,2009,WHR-LS-LGDP
CZE,2019,WHR-LS-LGDP
DEU,2006,WHR-LS-LGDP
DNK,2006,WHR-LS-LGDP
ESP,2006,WHR-LS-LGDP
EST,2005,WHR-LS-LGDP
EST,2010,WHR-LS-LGDP
FIN,2005,WHR-LS-LGDP
FIN,2007,WHR-LS-LGDP
FIN,2009,WHR-LS-LGDP
FRA,2007,WHR-LS-LGDP
GRC,2006,WHR-LS-LGDP
GRC,2008,WHR-LS-LGDP
HRV,2005,WHR-LS-LGDP
HRV,2006,WHR-LS-LGDP
HRV,2008,WHR-LS-LGDP
HUN,2006,WHR-LS-LGDP
HUN,2008,WHR-LS-LGDP
IRL,2005,WHR-LS-LGDP
IRL,2007,WHR-LS-LGDP
ITA,2006,WHR-LS-LGDP
LTU,2005,WHR-LS-LGDP
LUX,2005,WHR-LS-LGDP
LUX,2006,WHR-LS-LGDP
LUX,2007,WHR-LS-LGDP
LUX,2008,WHR-LS-LGDP
LUX,2020,WHR-LS-LGDP
LUX,2021,WHR-LS-LGDP
LVA,2005,WHR-LS-LGDP
LVA,2010,WHR-LS-LGDP
MLT,2005,WHR-LS-LGDP
MLT,2006,WHR-LS-LGDP
MLT,2007,WHR-LS-LGDP
MLT,2008,WHR-LS-LGDP
MLT,2023,WHR-LS-LGDP
NLD,2006,WHR-LS-LGDP
NLD,2009,WHR-LS-LGDP
POL,2006,WHR-LS-LGDP
POL,2008,WHR-LS-LGDP
PRT,2005,WHR-LS-LGDP
PRT,2007,WHR-LS-LGDP
PRT,2009,WHR-LS-LGDP
ROU,2006,WHR-LS-LGDP
ROU,2008,WHR-LS-LGDP
SVK,2005,WHR-LS-LGDP
SVK,2007,WHR-LS-LGDP
SVK,2008,WHR-LS-LGDP
SVK,2009,WHR-LS-LGDP
SVN,2005,WHR-LS-LGDP
SVN,2007,WHR-LS-LGDP
SVN,2008,WHR-LS-LGDP
SWE,2006,WHR-LS-LGDP
AUT,2005,WHR-LS-NA
AUT,2007,WHR-LS-NA
AUT,2009,WHR-LS-NA
BEL,2006,WHR-LS-NA
BEL,2009,WHR-LS-NA
BGR,2005,WHR-LS-NA
BGR,2006,WHR-LS-NA
BGR,2008,WHR-LS-NA
BGR,2009,WHR-LS-NA
CYP,2005,WHR-LS-NA
CYP,2007,WHR-LS-NA
CYP,2008,WHR-LS-NA
CZE,2006,WHR-LS-NA
CZE,2008,WHR-LS-NA
CZE,2009,WHR-LS-NA
CZE,2019,WHR-LS-NA
DEU,2006,WHR-LS-NA
DNK,2006,WHR-LS-NA
ESP,2006,WHR-LS-NA
EST,2005,WHR-LS-NA
EST,2010,WHR-LS-NA
FIN,2005,WHR-LS-NA
FIN,2007,WHR-LS-NA
FIN,2009,WHR-LS-NA
FRA,2007,WHR-LS-NA
GRC,2006,WHR-LS-NA
GRC,2008,WHR-LS-NA
HRV,2005,WHR-LS-NA
HRV,2006,WHR-LS-NA
HRV,2008,WHR-LS-NA
HUN,2006,WHR-LS-NA
HUN,2008,WHR-LS-NA
IRL,2005,WHR-LS-NA
IRL,2007,WHR-LS-NA
ITA,2006,WHR-LS-NA
LTU,2005,WHR-LS-NA
LUX,2005,WHR-LS-NA
LUX,2006,WHR-LS-NA
LUX,2007,WHR-LS-NA
LUX,2008,WHR-LS-NA
LUX,2020,WHR-LS-NA
LUX,2021,WHR-LS-NA
LVA,2005,WHR-LS-NA
LVA,2010,WHR-LS-NA
MLT,2005,WHR-LS-NA
MLT,2006,WHR-LS-NA
MLT,2007,WHR-LS-NA
MLT,2008,WHR-LS-NA
NLD,2006,WHR-LS-NA
NLD,2009,WHR-LS-NA
POL,2006,WHR-LS-NA
POL,2008,WHR-LS-NA
PRT,2005,WHR-LS-NA
PRT,2007,WHR-LS-NA
PRT,2009,WHR-LS-NA
ROU,2006,WHR-LS-NA
ROU,2008,WHR-LS-NA
SVK,2005,WHR-LS-NA
SVK,2007,WHR-LS-NA
SVK,2008,WHR-LS-NA
SVK,2009,WHR-LS-NA
SVN,2005,WHR-LS-NA
SVN,2007,WHR-LS-NA
SVN,2008,WHR-LS-NA
SWE,2006,WHR-LS-NA
AUT,2005,WHR-LS-PA
AUT,2007,WHR-LS-PA
AUT,2009,WHR-LS-PA
BEL,2006,WHR-LS-PA
BEL,2009,WHR-LS-PA
BGR,2005,WHR-LS-PA
BGR,2006,WHR-LS-PA
BGR,2008,WHR-LS-PA
BGR,2009,WHR-LS-PA
CYP,2005,WHR-LS-PA
CYP,2007,WHR-LS-PA
CYP,2008,WHR-LS-PA
CZE,2006,WHR-LS-PA
CZE,2008,WHR-LS-PA
CZE,2009,WHR-LS-PA
CZE,2019,WHR-LS-PA
DEU,2006,WHR-LS-PA
DNK,2006,WHR-LS-PA
ESP,2006,WHR-LS-PA
EST,2005,WHR-LS-PA
EST,2010,WHR-LS-PA
FIN,2005,WHR-LS-PA
FIN,2007,WHR-LS-PA
FIN,2009,WHR-LS-PA
FRA,2007,WHR-LS-PA
GRC,2006,WHR-LS-PA
GRC,2008,WHR-LS-PA
HRV,2005,WHR-LS-PA
HRV,2006,WHR-LS-PA
HRV,2008,WHR-LS-PA
HUN,2006,WHR-LS-PA
HUN,2008,WHR-LS-PA
IRL,2005,WHR-LS-PA
IRL,2007,WHR-LS-PA
ITA,2006,WHR-LS-PA
LTU,2005,WHR-LS-PA
LUX,2005,WHR-LS-PA
LUX,2006,WHR-LS-PA
LUX,2007,WHR-LS-PA
LUX,2008,WHR-LS-PA
LUX,2020,WHR-LS-PA
LUX,2021,WHR-LS-PA
LVA,2005,WHR-LS-PA
LVA,2010,WHR-LS-PA
MLT,2005,WHR-LS-PA
MLT,2006,WHR-LS-PA
MLT,2007,WHR-LS-PA
MLT,2008,WHR-LS-PA
NLD,2006,WHR-LS-PA
NLD,2009,WHR-LS-PA
POL,2006,WHR-LS-PA
POL,2008,WHR-LS-PA
PRT,2005,WHR-LS-PA
PRT,2007,WHR-LS-PA
PRT,2009,WHR-LS-PA
ROU,2006,WHR-LS-PA
ROU,2008,WHR-LS-PA
SVK,2005,WHR-LS-PA
SVK,2007,WHR-LS-PA
SVK,2008,WHR-LS-PA
SVK,2009,WHR-LS-PA
SVN,2005,WHR-LS-PA
SVN,2007,WHR-LS-PA
SVN,2008,WHR-LS-PA
SWE,2006,WHR-LS-PA
AUT,2005,WHR-LS-SS
AUT,2007,WHR-LS-SS
AUT,2009,WHR-LS-SS
BEL,2006,WHR-LS-SS
BEL,2009,WHR-LS-SS
BGR,2005,WHR-LS-SS
BGR,2006,WHR-LS-SS
BGR,2008,WHR-LS-SS
BGR,2009,WHR-LS-SS
CYP,2005,WHR-LS-SS
CYP,2007,WHR-LS-SS
CYP,2008,WHR-LS-SS
CZE,2006,WHR-LS-SS
CZE,2008,WHR-LS-SS
CZE,2009,WHR-LS-SS
CZE,2019,WHR-LS-SS
DEU,2006,WHR-LS-SS
DNK,2006,WHR-LS-SS
ESP,2006,WHR-LS-SS
EST,2005,WHR-LS-SS
EST,2010,WHR-LS-SS
FIN,2005,WHR-LS-SS
FIN,2007,WHR-LS-SS
FIN,2009,WHR-LS-SS
FRA,2007,WHR-LS-SS
GRC,2006,WHR-LS-SS
GRC,2008,WHR-LS-SS
HRV,2005,WHR-LS-SS
HRV,2006,WHR-LS-SS
HRV,2008,WHR-LS-SS
HUN,2006,WHR-LS-SS
HUN,2008,WHR-LS-SS
IRL,2005,WHR-LS-SS
IRL,2007,WHR-LS-SS
ITA,2006,WHR-LS-SS
LTU,2005,WHR-LS-SS
LUX,2005,WHR-LS-SS
LUX,2006,WHR-LS-SS
LUX,2007,WHR-LS-SS
LUX,2008,WHR-LS-SS
LUX,2020,WHR-LS-SS
LUX,2021,WHR-LS-SS
LVA,2005,WHR-LS-SS
LVA,2010,WHR-LS-SS
MLT,2005,WHR-LS-SS
MLT,2006,WHR-LS-SS
MLT,2007,WHR-LS-SS
MLT,2008,WHR-LS-SS
NLD,2006,WHR-LS-SS
NLD,2009,WHR-LS-SS
POL,2006,WHR-LS-SS
POL,2008,WHR-LS-SS
PRT,2005,WHR-LS-SS
PRT,2007,WHR-LS-SS
PRT,2009,WHR-LS-SS
ROU,2006,WHR-LS-SS
ROU,2008,WHR-LS-SS
SVK,2005,WHR-LS-SS
SVK,2007,WHR-LS-SS
SVK,2008,WHR-LS-SS
SVK,2009,WHR-LS-SS
SVN,2005,WHR-LS-SS
SVN,2007,WHR-LS-SS
SVN,2008,WHR-LS-SS
SWE,2006,WHR-LS-SS
