ISO3,Year,Indicator
MLT,1965,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1966,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1967,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1968,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1969,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1970,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1971,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1972,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1973,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1974,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1975,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1976,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1977,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1978,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1979,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1980,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1981,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1982,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1983,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1984,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1985,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1986,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1987,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1988,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1989,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1990,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1991,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1992,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1993,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1994,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1995,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1996,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1997,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1998,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1999,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2000,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2001,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2002,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2003,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2004,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2005,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2006,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2007,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2008,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2009,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2010,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2011,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2012,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2013,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2014,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2015,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2016,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2017,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2018,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2019,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2020,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2021,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2022,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,2023,Political Stability and Absence of Violence/Terrorism: Estimate
MLT,1960,Voice and Accountability: Estimate
MLT,1961,Voice and Accountability: Estimate
MLT,1962,Voice and Accountability: Estimate
MLT,1963,Voice and Accountability: Estimate
MLT,1964,Voice and Accountability: Estimate
MLT,1965,Voice and Accountability: Estimate
MLT,1966,Voice and Accountability: Estimate
MLT,1967,Voice and Accountability: Estimate
MLT,1968,Voice and Accountability: Estimate
MLT,1969,Voice and Accountability: Estimate
MLT,1970,Voice and Accountability: Estimate
MLT,1971,Voice and Accountability: Estimate
MLT,1972,Voice and Accountability: Estimate
MLT,1973,Voice and Accountability: Estimate
MLT,1974,Voice and Accountability: Estimate
MLT,1975,Voice and Accountability: Estimate
MLT,1976,Voice and Accountability: Estimate
MLT,1977,Voice and Accountability: Estimate
MLT,1978,Voice and Accountability: Estimate
MLT,1979,Voice and Accountability: Estimate
MLT,1980,Voice and Accountability: Estimate
MLT,1981,Voice and Accountability: Estimate
MLT,1982,Voice and Accountability: Estimate
MLT,1983,Voice and Accountability: Estimate
MLT,1984,Voice and Accountability: Estimate
MLT,1985,Voice and Accountability: Estimate
MLT,1986,Voice and Accountability: Estimate
MLT,1987,Voice and Accountability: Estimate
MLT,1988,Voice and Accountability: Estimate
MLT,1989,Voice and Accountability: Estimate
MLT,1990,Voice and Accountability: Estimate
MLT,1991,Voice and Accountability: Estimate
MLT,1992,Voice and Accountability: Estimate
MLT,1993,Voice and Accountability: Estimate
MLT,1994,Voice and Accountability: Estimate
MLT,1995,Voice and Accountability: Estimate
MLT,1996,Voice and Accountability: Estimate
MLT,1997,Voice and Accountability: Estimate
MLT,1998,Voice and Accountability: Estimate
MLT,1999,Voice and Accountability: Estimate
MLT,2000,Voice and Accountability: Estimate
MLT,2001,Voice and Accountability: Estimate
MLT,2002,Voice and Accountability: Estimate
MLT,2003,Voice and Accountability: Estimate
MLT,2004,Voice and Accountability: Estimate
MLT,2005,Voice and Accountability: Estimate
MLT,2006,Voice and Accountability: Estimate
MLT,2007,Voice and Accountability: Estimate
MLT,2008,Voice and Accountability: Estimate
MLT,2009,Voice and Accountability: Estimate
MLT,2010,Voice and Accountability: Estimate
MLT,2011,Voice and Accountability: Estimate
MLT,2012,Voice and Accountability: Estimate
MLT,2013,Voice and Accountability: Estimate
MLT,2014,Voice and Accountability: Estimate
MLT,2015,Voice and Accountability: Estimate
MLT,2016,Voice and Accountability: Estimate
MLT,2017,Voice and Accountability: Estimate
MLT,2018,Voice and Accountability: Estimate
MLT,2019,Voice and Accountability: Estimate
MLT,2020,Voice and Accountability: Estimate
MLT,2021,Voice and Accountability: Estimate
MLT,2022,Voice and Accountability: Estimate
MLT,2023,Voice and Accountability: Estimate
